Epoch,Precision,Recall,F1-Score
1,0.7048712100139082,0.7038690476190477,0.7035064604653664
2,0.8355662192775194,0.8355654761904762,0.8355653851583456
3,0.8764664160185741,0.8761160714285714,0.8760872427188257
4,0.8854473942969517,0.8854166666666666,0.8854143829928584
5,0.8953133862733976,0.8950892857142857,0.895074415308292
6,0.9085681459570994,0.9081101190476191,0.9080843584507343
7,0.9178495908467499,0.9177827380952381,0.9177794494297968
8,0.9240565062962369,0.9237351190476191,0.9237206662536901
9,0.9341539488697228,0.9341517857142857,0.9341517036926315
10,0.9393032841377478,0.9389880952380952,0.9389771496534908
11,0.947236002834869,0.9471726190476191,0.9471707472628708
12,0.9464285714285714,0.9464285714285714,0.9464285714285714
13,0.9476003966533619,0.9475446428571429,0.9475430093262132
14,0.9539052326662946,0.9538690476190477,0.9538681282179039
15,0.9564734669925566,0.9564732142857143,0.9564732082615317
16,0.9569464255654685,0.9568452380952381,0.9568428488857492
17,0.9539333805811481,0.9538690476190477,0.9538674131027884
18,0.9543982951867713,0.9542410714285714,0.9542371128897885
19,0.9535173605055766,0.9534970238095238,0.9534965024802556
20,0.949142391999535,0.9490327380952381,0.9490296271105647
21,0.9561264419488926,0.9561011904761905,0.9561005829007297
22,0.9564855972500493,0.9564732142857143,0.9564729190988052
23,0.9535394567611964,0.9534970238095238,0.9534959360845932
24,0.9505410365646046,0.9505208333333334,0.9505202786389921
25,0.953885129149984,0.9538690476190477,0.9538686390008413
26,0.9517179287845262,0.9516369047619048,0.9516347359592084
27,0.954677533664068,0.9546130952380952,0.9546114870850017
28,0.9539906924819974,0.9538690476190477,0.9538659572642239
29,0.9525503140126048,0.9523809523809523,0.9523764967469786
30,0.9544828636709823,0.9542410714285714,0.954234984496254
31,0.9524300441826216,0.9523809523809523,0.9523796605965719
32,0.9580041601911673,0.9579613095238095,0.9579603262204721
33,0.9569676806294203,0.9568452380952381,0.9568423471181449
34,0.9469809875570929,0.9468005952380952,0.9467952271505125
35,0.9553732771144102,0.9553571428571429,0.9553567474201692
36,0.9527732795203336,0.9527529761904762,0.9527524465199397
37,0.9580345915693224,0.9579613095238095,0.9579596279889913
38,0.9590936470254757,0.9590773809523809,0.9590770184684884
39,0.9505629878078826,0.9505208333333334,0.9505196759940071
