Epoch,Precision,Recall,F1-Score
1,0.6935088551549652,0.6931179775280898,0.692962927876721
2,0.8094071774028467,0.8093398876404494,0.8093295209035315
3,0.8564299985549069,0.8563904494382022,0.8563864656346125
4,0.856752832749424,0.8567415730337079,0.8567404426559354
5,0.8768093210955237,0.8767556179775281,0.8767512266029986
6,0.879952455636769,0.8799157303370787,0.8799128285020617
7,0.9042487175958333,0.9041432584269663,0.9041370063158284
8,0.9113681427627232,0.9097612359550562,0.9096730260195285
9,0.9224935691437282,0.9224016853932584,0.9223974661504245
10,0.919984414918277,0.9199438202247191,0.9199418856680411
11,0.9277706418217012,0.9276685393258427,0.9276642229570612
12,0.9332942093167763,0.9332865168539326,0.9332862207541597
13,0.9269797683300193,0.9269662921348315,0.9269657158638103
14,0.9266759786869163,0.9266151685393258,0.9266125537322697
15,0.9313022888713497,0.9311797752808989,0.9311748877508345
16,0.9348359725716542,0.9346910112359551,0.9346855677653509
17,0.9298439617805995,0.9297752808988764,0.9297724756435263
18,0.9312214561201039,0.9311797752808989,0.9311781122409476
19,0.9299661153420337,0.9297752808988764,0.9297674879694763
20,0.9282395885183341,0.9276685393258427,0.9276444181342803
21,0.9361996199856755,0.9360955056179775,0.9360916921271124
22,0.9321582250996802,0.9318820224719101,0.9318711367766044
23,0.9426392572944298,0.9424157303370787,0.9424084595959594
24,0.9348840284260114,0.9346910112359551,0.9346837638116132
25,0.9318224325123236,0.9315308988764045,0.9315193406442996
26,0.9341334911943171,0.9339887640449438,0.9339832620423979
27,0.9365605177859432,0.9364466292134831,0.9364424840408972
28,0.9387353319174025,0.9385533707865169,0.9385469990307342
29,0.9389356648543719,0.9389044943820225,0.938903409707359
30,0.9421799612972666,0.942064606741573,0.9420608279930831
31,0.9396769935860381,0.9396067415730337,0.9396043290534327
32,0.9374131220975933,0.9371488764044944,0.9371393827207533
33,0.9324944203230019,0.9322331460674157,0.9322229098609238
34,0.9375034520850595,0.9375,0.9374998767119773
35,0.9322435909764973,0.9322331460674157,0.9322327366785208
36,0.9324380863571663,0.9322331460674157,0.9322251161292718
37,0.9369917054620016,0.9367977528089888,0.9367907391725288
38,0.9320737923780241,0.9318820224719101,0.931874463330392
39,0.938558777680297,0.9385533707865169,0.9385531813954715
40,0.9393338315046501,0.9392556179775281,0.9392529143137689
41,0.9347767754969971,0.9346910112359551,0.9346877903570393
42,0.9403645833333333,0.9403089887640449,0.940307104756494
43,0.9290115460517062,0.9287219101123596,0.9287098776963735
44,0.9375422917961315,0.9375,0.9374984896882075
