Epoch,Precision,Recall,F1-Score
1,0.6975068409851017,0.6941964285714286,0.6929096431055273
2,0.8511974755024082,0.8511904761904762,0.8511897347490238
3,0.8632110579479001,0.8630952380952381,0.8630843232613143
4,0.8779223909375753,0.8776041666666666,0.8775783958161766
5,0.893255509449318,0.8932291666666666,0.8932273785874844
6,0.8976736763715025,0.8973214285714286,0.8972986861106926
7,0.9185455541991578,0.9185267857142857,0.9185258723454078
8,0.9339181286549708,0.9337797619047619,0.9337744824470487
9,0.9365601152410241,0.9363839285714286,0.9363775093897737
10,0.9446770161055876,0.9445684523809523,0.9445650689012711
11,0.9417705513990585,0.9415922619047619,0.9415863682701432
12,0.9457328889233394,0.9456845238095238,0.9456830503679647
13,0.9427328433272286,0.9427083333333334,0.9427075403958677
14,0.9516459059956817,0.9516369047619048,0.9516366637934327
15,0.9546624292690489,0.9546130952380952,0.9546118640061076
16,0.9534972748687258,0.9534970238095238,0.9534970173734313
17,0.9542614414908195,0.9542410714285714,0.9542405584405717
18,0.9505510141372983,0.9505208333333334,0.9505200047112733
19,0.9583698742990778,0.9583333333333334,0.958332502906494
20,0.9475448906210643,0.9475446428571429,0.9475446355972303
21,0.9513550852032835,0.9512648809523809,0.9512624458770353
22,0.9580041601911673,0.9579613095238095,0.9579603262204721
23,0.9535093260373351,0.9534970238095238,0.9534967084388942
24,0.9486287006909268,0.9482886904761905,0.9482788907768923
25,0.9539695758875177,0.9538690476190477,0.9538664936364906
26,0.9516369047619048,0.9516369047619048,0.9516369047619048
27,0.9505769578946144,0.9505208333333334,0.9505192924850094
28,0.949044919218264,0.9490327380952381,0.9490323924490279
29,0.9491224961585848,0.9490327380952381,0.9490301914897239
30,0.9480595427963849,0.9479166666666666,0.9479125142841957
31,0.9521193092621665,0.9520089285714286,0.9520059992500938
32,0.9558202632926812,0.9557291666666666,0.955726954651658
