Epoch,Precision,Recall,F1-Score
1,0.6844163725033117,0.6843398876404494,0.6843071550207435
2,0.8114480115318969,0.8114466292134831,0.8114464199963137
3,0.839196098854275,0.839185393258427,0.839184124353967
4,0.8803345639644572,0.8802668539325843,0.8802615247456367
5,0.8950400821387672,0.8946629213483146,0.8946377729503199
6,0.9240071244785538,0.9238061797752809,0.9237971512956061
7,0.9254391526663959,0.9252106741573034,0.9252006315647999
8,0.9486319498763501,0.9480337078651685,0.9480163780770557
9,0.9516056106661297,0.9511938202247191,0.951182691874901
10,0.9557851433422422,0.9554073033707865,0.9553980597633147
11,0.9641824449538682,0.9638342696629213,0.963827486567435
12,0.9601220300291227,0.9596207865168539,0.9596097865368832
13,0.9628134416204571,0.9624297752808989,0.9624219873596432
14,0.9639260751095843,0.9634831460674157,0.9634744279561108
15,0.9660348299964459,0.9655898876404494,0.9655816724971045
16,0.9629779670431402,0.9624297752808989,0.9624186506769332
17,0.9648852192838513,0.9645365168539326,0.9645298654690384
18,0.9632643187899252,0.9627808988764045,0.962771186737482
19,0.9627421835791132,0.9624297752808989,0.9624234330714875
20,0.9624809724720288,0.9620786516853933,0.9620704027701392
21,0.9650431212593805,0.9645365168539326,0.9645268560019583
22,0.9644776927228939,0.9638342696629213,0.9638217405755464
23,0.9680659528096276,0.9676966292134831,0.9676902557788984
24,0.9658876475464847,0.9655898876404494,0.9655843886809652
25,0.9647134100101111,0.964185393258427,0.9641752170481452
26,0.9652924069551414,0.9648876404494382,0.9648800025649434
27,0.9659216752240007,0.9655898876404494,0.9655837606015543
28,0.9660348299964459,0.9655898876404494,0.9655816724971045
29,0.9649604847558674,0.9645365168539326,0.9645284307867985
30,0.9639672995468144,0.9634831460674157,0.9634736171763973
31,0.9642191012761002,0.9638342696629213,0.9638267728789089
32,0.9642979319768323,0.9638342696629213,0.963825238353209
33,0.9627440909494979,0.9620786516853933,0.9620650137860641
34,0.9659952655759197,0.9655898876404494,0.9655824025136449
35,0.9656633728658536,0.9652387640449438,0.9652308380979512
36,0.9654614975934145,0.9648876404494382,0.9648768148006733
37,0.9671097286882742,0.9666432584269663,0.9666349285782025
38,0.9650431212593805,0.9645365168539326,0.9645268560019583
39,0.9646702803037036,0.964185393258427,0.9641760476153128
40,0.9674406665876871,0.9669943820224719,0.9669865021911003
41,0.9658876475464847,0.9655898876404494,0.9655843886809652
42,0.9639260751095843,0.9634831460674157,0.9634744279561108
43,0.968185184088149,0.9676966292134831,0.96768819980989
44,0.9666603493477368,0.9662921348314607,0.9662854842910243
45,0.9681435848833077,0.9676966292134831,0.9676889170380981
