Epoch,Precision,Recall,F1-Score
1,0.7163948406353268,0.7157738095238095,0.7155697380667464
2,0.8275666477595008,0.8273809523809523,0.8273564847625797
3,0.8561089825457642,0.8556547619047619,0.8556087187666135
4,0.894023498115717,0.8936011904761905,0.8935726737296302
5,0.8999435295680842,0.8999255952380952,0.8999244733375104
6,0.9021579607326438,0.9021577380952381,0.9021577245536994
7,0.9152374202693125,0.9151785714285714,0.9151755660277078
8,0.9324945189266797,0.9319196428571429,0.9318970120628116
9,0.9372245621813345,0.9367559523809523,0.9367390018672627
10,0.9398532182090561,0.9393601190476191,0.9393431191395534
11,0.9469521455254902,0.9464285714285714,0.9464128780096656
12,0.9407582623339501,0.9404761904761905,0.9404666655961889
13,0.9561375534826864,0.9561011904761905,0.956100315562199
14,0.9487412043773796,0.9486607142857143,0.9486584120182366
15,0.9466974431818181,0.9456845238095238,0.9456537152580828
16,0.9538576704261902,0.953125,0.9531060745776905
17,0.9499318264956601,0.9494047619047619,0.9493899403424618
18,0.9518655051318368,0.9512648809523809,0.9512486807662748
19,0.9583878913144064,0.9579613095238095,0.9579515268084904
20,0.9561961377388699,0.9557291666666666,0.9557178346492937
21,0.9544526570275742,0.9542410714285714,0.9542357446595289
22,0.952606461818641,0.9523809523809523,0.9523750201399581
23,0.9508625365449894,0.9505208333333334,0.950511456642638
24,0.9519611753756149,0.9516369047619048,0.9516282283838647
25,0.9499324642758448,0.9497767857142857,0.9497724409765971
26,0.9519982359055279,0.9516369047619048,0.9516272373648582
27,0.9517579513714303,0.9516369047619048,0.951633664873783
28,0.9498440627472885,0.9494047619047619,0.9493924065352637
29,0.954677533664068,0.9546130952380952,0.9546114870850017
30,0.9490992878089651,0.9486607142857143,0.9486481772196058
31,0.952809378825554,0.9527529761904762,0.9527515048541069
32,0.9566069352926421,0.9564732142857143,0.9564700272602137
33,0.9484696836022456,0.9482886904761905,0.9482834725449036
34,0.9486287006909268,0.9482886904761905,0.9482788907768923
35,0.9494928475516866,0.9490327380952381,0.9490196919912037
36,0.9483545128706419,0.9479166666666666,0.947903947903948
37,0.954870958593307,0.9546130952380952,0.954606661941885
38,0.9526706478024352,0.9523809523809523,0.952373332476951
39,0.9545150885169731,0.9542410714285714,0.954234173627592
40,0.9510616616638792,0.9508928571428571,0.9508882622703216
41,0.954005988989703,0.9534970238095238,0.9534839870702098
42,0.9530963723990521,0.9527529761904762,0.9527440225083836
43,0.9488375818332079,0.9482886904761905,0.9482728759742133
44,0.9547137883070053,0.9546130952380952,0.954610582448805
45,0.9463256274626133,0.9460565476190477,0.9460484160650476
