Epoch,Precision,Recall,F1-Score
1,0.6773716449290531,0.6726190476190477,0.6704112502480164
2,0.8301072502594764,0.8296130952380952,0.8295493060709105
3,0.8698580075879894,0.8697916666666666,0.8697858275824841
4,0.8762079190650619,0.8761160714285714,0.8761085096921025
5,0.8988316034006631,0.8988095238095238,0.8988081232965973
6,0.9125746331660517,0.9125744047619048,0.9125743926620509
7,0.9198250728862973,0.9196428571428571,0.9196341368886133
8,0.9378780841172976,0.9378720238095238,0.9378718088433189
9,0.9457328889233394,0.9456845238095238,0.9456830503679647
10,0.948344536963675,0.9482886904761905,0.9482870801159122
11,0.9494087426369634,0.9494047619047619,0.9494046498650303
12,0.952384959475619,0.9523809523809523,0.9523808469317933
13,0.9557718084761818,0.9557291666666666,0.9557281311525326
14,0.9513750799465086,0.9512648809523809,0.9512619062152113
15,0.956849284733602,0.9568452380952381,0.9568451425319376
16,0.9549974616436924,0.9549851190476191,0.9549848137688495
17,0.9554216867469879,0.9553571428571429,0.9553555610672146
18,0.9569099929128277,0.9568452380952381,0.956843709031641
19,0.9561173510966233,0.9561011904761905,0.9561008016298329
20,0.9524811510485423,0.9523809523809523,0.9523783160118611
21,0.958707642636134,0.9587053571428571,0.9587053057055486
22,0.957590299014799,0.9575892857142857,0.9575892622354103
23,0.9574018598731617,0.9572172619047619,0.9572129449112513
24,0.950269457297719,0.9501488095238095,0.9501454699468226
25,0.9587178006595851,0.9587053571428571,0.958705077093738
26,0.9569099929128277,0.9568452380952381,0.956843709031641
27,0.9536077678934822,0.9534970238095238,0.9534941853198584
28,0.9553732771144102,0.9553571428571429,0.9553567474201692
29,0.9561173510966233,0.9561011904761905,0.9561008016298329
30,0.9516619090750047,0.9516369047619048,0.951636235399109
31,0.9583698742990778,0.9583333333333334,0.958332502906494
32,0.9520992815515166,0.9520089285714286,0.9520065306728058
33,0.9568614250788363,0.9568452380952381,0.9568448558394971
34,0.9550417997564933,0.9549851190476191,0.9549837172232044
35,0.9550417997564933,0.9549851190476191,0.9549837172232044
36,0.9550155989181797,0.9549851190476191,0.9549843651884515
37,0.9557718084761818,0.9557291666666666,0.9557281311525326
38,0.9569464255654685,0.9568452380952381,0.9568428488857492
39,0.9571043675553035,0.9568452380952381,0.956839121190645
40,0.9531260034146547,0.953125,0.9531249740496641
41,0.9579737328564066,0.9579613095238095,0.9579610244287603
42,0.9577119276662762,0.9575892857142857,0.9575864445816251
43,0.9532062909880998,0.953125,0.9531228979296943
44,0.958797048685613,0.9587053571428571,0.9587032938347397
45,0.9538780933399768,0.9538690476190477,0.9538688177721975
46,0.9605695557819212,0.9605654761904762,0.9605653888653913
47,0.9494206852567055,0.9494047619047619,0.9494043137428585
48,0.9579919887721008,0.9579613095238095,0.9579606055065705
49,0.9609397966148988,0.9609375,0.9609374513430864
50,0.9591139812378751,0.9590773809523809,0.9590765653545923
51,0.9553662182361733,0.9553571428571429,0.9553569204247071
