Epoch,Precision,Recall,F1-Score
1,0.7150444597391662,0.7103230337078652,0.7087242516440977
2,0.8210720485574005,0.819873595505618,0.8197053508129478
3,0.8540719429007978,0.8535814606741573,0.8535307361165324
4,0.8768539304781312,0.8767556179775281,0.8767475795489222
5,0.8792142311857546,0.8792134831460674,0.8792134235800324
6,0.9013392176850116,0.9013342696629213,0.9013339655550144
7,0.9192490161460541,0.9192415730337079,0.9192412145971407
8,0.9364830068154233,0.9364466292134831,0.9364453050110744
9,0.9403228860903323,0.9403089887640449,0.9403085177733066
10,0.9502123848061508,0.9501404494382022,0.9501384577069036
11,0.9543978535988715,0.9543539325842697,0.9543528295475673
12,0.9456252888336717,0.9455758426966292,0.9455743329422126
13,0.9585900311489607,0.9585674157303371,0.9585669049109087
14,0.9540209449646027,0.954002808988764,0.9540023496419624
15,0.9572531193029808,0.9571629213483146,0.9571608087288107
16,0.9603341574087636,0.9603230337078652,0.9603227940138491
17,0.9550597703870282,0.9550561797752809,0.9550560911187255
18,0.9504971271127471,0.9504915730337079,0.9504914204386371
19,0.9589187656421446,0.9589185393258427,0.9589185342609998
20,0.953683903193479,0.9536516853932584,0.953650862536617
21,0.9589368716695558,0.9589185393258427,0.9589181290695391
22,0.9575413470240254,0.9575140449438202,0.9575134111364799
23,0.9585999826398479,0.9585674157303371,0.9585666801463698
24,0.9582165181048193,0.9582162921348315,0.9582162869834102
25,0.9525985378062161,0.9525983146067416,0.9525983087626924
26,0.9641863089144144,0.964185393258427,0.9641853755964048
27,0.9613845956582204,0.961376404494382,0.9613762330681976
